id,texto,sentimiento,categoria,fecha,dia_semana,hora_aproximada,es_fin_de_semana,calificacion,canal,precio_rango,tiempo_desde_compra_dias,tema_principal,longitud_caracteres,num_palabras,tiene_mayusculas_excesivas,num_signos_exclamacion,tiempo_respuesta_horas,fue_respondido,resolucion,prioridad,requiere_atencion_inmediata,confianza_modelo,requiere_revision_humana
4872,Definitivamente volveré a comprar!,Positivo,E-commerce,2024-09-12,Thursday,Mañana,False,4,Chat,Económico,48,Entrega,34,4,False,1,34.0,True,N/A,Baja,False,0.77,True
4873,Todo llegó en perfectas condiciones,Positivo,E-commerce,2025-01-12,Sunday,Tarde,True,4,Chat,Premium,19,Entrega,35,5,False,0,12.0,True,Resuelto,Baja,False,0.93,False
4874,Producto sobresaliente,Positivo,Servicio,2025-09-13,Saturday,Mañana,True,4,Teléfono,Premium,23,Atención,22,2,False,0,33.0,True,N/A,Baja,False,0.75,True
4875,"Producto duradero y de calidad. Espectacular, sin quejas",Positivo,Tienda Online,2024-01-19,Friday,Tarde,False,4,App Móvil,Premium,44,Calidad,56,8,False,0,24.0,True,Resuelto,Baja,False,0.81,False
4876,Malo en todos los aspectos. Nunca llegó mi pedido,Negativo,Tienda Online,2025-10-26,Sunday,Tarde,True,1,App Móvil,Medio,114,Entrega,49,9,False,0,1.0,True,En Proceso,Alta,True,0.97,False
4877,"Excelente relación calidad-precio. Producto excelente, justo lo que buscaba",Positivo,Banco,2025-05-05,Monday,Tarde,False,5,Chat,Premium,13,Precio,75,9,False,0,,False,N/A,Baja,False,0.78,True
4878,Muy profesionales y atentos,Positivo,Aplicación Móvil,2025-07-01,Tuesday,Noche,False,5,Tienda Física,Económico,30,Atención,27,4,False,0,43.0,True,N/A,Baja,False,0.9,False
4879,Está bien para el precio. Ni bueno ni malo,Neutro,Delivery,2024-05-20,Monday,Mañana,False,3,Teléfono,Medio,8,Precio,42,9,False,0,65.0,True,Resuelto,Baja,False,0.63,True
4880,"Me encanta, es perfecto",Positivo,Restaurante,2025-07-29,Tuesday,Mañana,False,4,Tienda Física,Premium,23,Entrega,23,4,False,0,,False,N/A,Baja,False,0.85,False
4881,Nunca llegó mi pedido. Una pérdida DE dinero!,Negativo,Banco,2024-11-28,Thursday,Tarde,False,2,Tienda Física,Económico,76,Entrega,45,8,False,1,,False,N/A,Alta,True,0.78,True
4882,"Súper recomendado, volveré sin duda. Fantástica atención al cliente",Positivo,Servicio,2025-08-23,Saturday,Tarde,True,4,Web,Medio,89,Atención,67,9,False,0,27.0,True,N/A,Baja,False,0.94,False
4883,NO cumple expectativas. Me arrepiento de haber comprado,Negativo,Restaurante,2025-02-27,Thursday,Tarde,False,2,Email,Medio,42,Calidad,55,8,False,0,,False,N/A,Media,False,0.76,True
4884,Lo recomiendo ampliamente,Positivo,Delivery,2024-06-13,Thursday,Noche,False,4,Web,Premium,45,Producto Defectuoso,25,3,False,0,43.0,True,N/A,Baja,False,0.92,False
4885,Entrega tardía y producto defectuoso. Muy decepcionado con LA compra!!,Negativo,Servicio,2024-04-22,Monday,Mañana,False,1,Teléfono,Medio,32,Producto Defectuoso,70,10,False,2,63.0,True,Resuelto,Alta,True,0.9,False
4886,Totalmente satisfecho,Positivo,Servicio,2025-06-28,Saturday,Noche,True,4,Web,Económico,15,Precio,21,2,False,0,5.0,True,Resuelto,Baja,False,0.97,False
4887,"Es lo que esperaba, nada más",Neutro,Restaurante,2024-08-08,Thursday,Mañana,False,3,Teléfono,Medio,44,Entrega,28,6,False,0,6.0,True,Resuelto,Media,False,0.8,False
4888,Atención rápida y efectiva!,Positivo,Tienda Online,2024-05-28,Tuesday,Mañana,False,4,Web,Económico,35,Atención,27,4,False,1,,False,N/A,Baja,False,0.9,False
4889,"Está bien, pero podría mejorar",Neutro,Restaurante,2025-02-08,Saturday,Mañana,True,3,App Móvil,Medio,51,Atención,30,5,False,0,58.0,True,N/A,Baja,False,0.72,True
4890,Producto básico pero funcional,Neutro,E-commerce,2024-06-27,Thursday,Mañana,False,3,Web,Premium,82,Precio,30,4,False,0,,False,N/A,Baja,False,0.85,False
4891,Pésima experiencia en general. Llegó roto y mal empaquetado,Negativo,Servicio,2025-08-25,Monday,Mañana,False,1,App Móvil,Medio,14,Producto Defectuoso,59,9,False,0,,False,N/A,Alta,True,0.77,True
4892,Todo salió perfecto,Positivo,Hotel,2024-06-06,Thursday,Tarde,False,4,Teléfono,Medio,1,Calidad,19,3,False,0,,False,N/A,Baja,False,0.82,False
4893,Producto ordinario,Neutro,Servicio,2025-11-19,Wednesday,Mañana,False,3,Email,Económico,54,Precio,18,2,False,0,40.0,True,N/A,Baja,False,0.67,True
4894,Definitivamente volveré a comprar,Positivo,Delivery,2025-01-29,Wednesday,Tarde,False,5,App Móvil,Económico,72,Atención,33,4,False,0,35.0,True,N/A,Baja,False,0.86,False
4895,Está bien para ocasional,Neutro,Delivery,2025-09-13,Saturday,Noche,True,3,Tienda Física,Medio,22,Entrega,24,4,False,0,3.0,True,N/A,Media,False,0.79,True
4896,Cumple su cometido,Neutro,Restaurante,2025-11-13,Thursday,Mañana,False,3,Chat,Premium,23,Precio,18,3,False,0,,False,N/A,Baja,False,0.63,True
4897,Producto sobresaliente. Muy buena experiencia de compra,Positivo,Delivery,2025-11-01,Saturday,Mañana,True,5,Web,Económico,66,Atención,55,7,False,0,43.0,True,Resuelto,Baja,False,0.97,False
4898,Servicio decente. Producto estándar,Neutro,Hotel,2024-08-18,Sunday,Tarde,True,3,Tienda Física,Premium,27,Atención,35,4,False,0,,False,N/A,Baja,False,0.73,True
4899,"Producto terrible, una estafa",Negativo,Producto,2025-04-16,Wednesday,Mañana,False,2,App Móvil,Medio,53,Precio,29,4,False,0,,False,N/A,Media,False,0.71,True
4900,Brillante servicio,Positivo,Servicio,2024-10-18,Friday,Mañana,False,5,Chat,Premium,38,Atención,18,2,False,0,44.0,True,N/A,Baja,False,0.87,False
4901,Totalmente insatisfecho,Negativo,Delivery,2024-05-19,Sunday,Mañana,True,2,Chat,Medio,63,Precio,23,2,False,0,6.0,True,En Proceso,Media,False,0.85,False
4902,"Estoy encantado con el producto. Excelente servicio, muy recomendado",Positivo,Banco,2024-07-10,Wednesday,Mañana,False,5,App Móvil,Premium,39,Atención,68,9,False,0,8.0,True,N/A,Baja,False,0.9,False
4903,Está bien para ocasional,Neutro,Delivery,2025-03-06,Thursday,Tarde,False,3,Web,Medio,66,Producto Defectuoso,24,4,False,0,,False,N/A,Media,False,0.81,False
4904,"Está bien, sin sorpresas",Neutro,Restaurante,2024-04-16,Tuesday,Noche,False,3,Email,Premium,78,Precio,24,4,False,0,,False,N/A,Baja,False,0.9,False
4905,La mejor compra que he hecho. Mejor de lo que esperaba,Positivo,Restaurante,2025-10-31,Friday,Mañana,False,4,Chat,Premium,49,Producto Defectuoso,54,11,False,0,7.0,True,Resuelto,Baja,False,0.83,False
4906,No lo recomendaría jamás. Muy decepcionado con la compra,Negativo,Aplicación Móvil,2024-10-24,Thursday,Tarde,False,2,Chat,Económico,67,Atención,56,9,False,0,101.0,True,No Resuelto,Media,False,0.89,False
4907,"Fantástico producto, lo amo. Producto de calidad excepcional",Positivo,Soporte Técnico,2025-08-05,Tuesday,Noche,False,4,Email,Premium,6,Calidad,60,8,False,0,41.0,True,Resuelto,Baja,False,0.81,False
4908,"Muy mal, para nada. Producto horrible!",Negativo,Delivery,2025-12-07,Sunday,Tarde,True,2,Web,Económico,20,Atención,38,6,False,1,40.0,True,No Resuelto,Media,False,0.73,True
4909,"Llegó antes de lo esperado, excelente!. Todo salió perfecto",Positivo,E-commerce,2025-05-19,Monday,Noche,False,5,Web,Medio,9,Entrega,59,9,False,1,27.0,True,N/A,Baja,False,0.75,True
4910,Pésima experiencia en general. No resolvieron mi problema,Negativo,Restaurante,2025-08-01,Friday,Tarde,False,1,Chat,Medio,120,Producto Defectuoso,57,8,False,0,114.0,True,No Resuelto,Alta,True,0.92,False
4911,"Producto genial, lo adoro",Positivo,Servicio,2024-01-14,Sunday,Tarde,True,5,Tienda Física,Económico,1,Precio,25,4,False,0,37.0,True,N/A,Baja,False,0.86,False
4912,PRODUCTO defectuoso. Todo salió mal!!,Negativo,Producto,2024-12-20,Friday,Noche,False,1,Tienda Física,Económico,73,Producto Defectuoso,37,5,False,2,,False,N/A,Alta,True,0.87,False
4913,Cumple con lo básico,Neutro,E-commerce,2024-09-26,Thursday,Tarde,False,3,Email,Medio,44,Producto Defectuoso,20,4,False,0,13.0,True,N/A,Media,False,0.69,True
4914,No lo vuelvo a usar. El peor lugar para comprar!!,Negativo,Banco,2024-10-02,Wednesday,Noche,False,1,Tienda Física,Económico,112,Entrega,49,10,False,2,93.0,True,En Proceso,Alta,True,0.78,True
4915,Producto común,Neutro,Soporte Técnico,2025-02-02,Sunday,Mañana,True,3,App Móvil,Premium,7,Entrega,14,2,False,0,,False,N/A,Media,False,0.6,True
4916,No puedo estar más feliz,Positivo,Servicio,2025-02-13,Thursday,Tarde,False,5,App Móvil,Medio,12,Calidad,24,5,False,0,8.0,True,N/A,Baja,False,0.78,True
4917,Es lo que es,Neutro,E-commerce,2024-05-29,Wednesday,Noche,False,3,Teléfono,Premium,26,Calidad,12,4,False,0,47.0,True,Resuelto,Baja,False,0.61,True
4918,Correcto para lo que cuesta,Neutro,Banco,2025-01-01,Wednesday,Tarde,False,3,Email,Premium,87,Atención,27,5,False,0,47.0,True,N/A,Baja,False,0.76,True
4919,"Horrible experiencia. Muy mal, para nada",Negativo,Restaurante,2024-08-07,Wednesday,Tarde,False,2,App Móvil,Económico,74,Atención,40,6,False,0,81.0,True,En Proceso,Media,False,0.81,False
4920,Producto chatarra,Negativo,Aplicación Móvil,2024-12-23,Monday,Tarde,False,1,Web,Medio,89,Calidad,17,2,False,0,,False,N/A,Media,False,0.84,False
4921,No cumplieron con lo prometido. MUY mala calidad!,Negativo,Soporte Técnico,2024-09-17,Tuesday,Tarde,False,2,Chat,Premium,34,Calidad,49,8,False,1,,False,N/A,Media,False,0.74,True
4922,Calidad excepcional por el precio. Definitivamente volveré a comprar,Positivo,Servicio,2024-04-27,Saturday,Noche,True,5,Email,Medio,50,Precio,68,9,False,0,5.0,True,N/A,Baja,False,0.98,False
4923,Servicio decente,Neutro,Restaurante,2025-12-17,Wednesday,Tarde,False,3,Tienda Física,Premium,43,Atención,16,2,False,0,55.0,True,Resuelto,Baja,False,0.77,True
4924,Totalmente insatisfecho,Negativo,Tienda Online,2024-08-16,Friday,Tarde,False,1,Web,Premium,105,Producto Defectuoso,23,2,False,0,66.0,True,En Proceso,Alta,True,0.79,True
4925,"Producto excelente, justo lo que buscaba. Muy profesionales y atentos!",Positivo,Producto,2025-04-27,Sunday,Noche,True,4,Web,Medio,2,Atención,70,10,False,1,,False,N/A,Baja,False,0.89,False
4926,Experiencia frustrante. Malo en todos los aspectos,Negativo,Tienda Online,2024-06-27,Thursday,Mañana,False,2,Tienda Física,Medio,85,Precio,50,7,False,0,91.0,True,No Resuelto,Media,False,0.81,False
4927,"Pésimo servicio, NO lo recomiendo",Negativo,Tienda Online,2024-12-02,Monday,Mañana,False,2,Chat,Medio,81,Atención,33,5,False,0,107.0,True,No Resuelto,Media,False,0.88,False
4928,No sirve para nada,Negativo,Delivery,2024-08-11,Sunday,Tarde,True,1,App Móvil,Económico,90,Producto Defectuoso,18,4,False,0,,False,N/A,Alta,True,0.79,True
4929,Desastre total,Negativo,Delivery,2025-04-02,Wednesday,Mañana,False,1,Tienda Física,Medio,47,Precio,14,2,False,0,,False,N/A,Media,False,0.75,True
4930,Producto común,Neutro,Servicio,2024-10-17,Thursday,Mañana,False,3,Email,Económico,84,Atención,14,2,False,0,,False,N/A,Baja,False,0.81,False
4931,Llegó roto y mal empaquetado!!,Negativo,E-commerce,2024-02-13,Tuesday,Noche,False,1,Chat,Premium,17,Producto Defectuoso,30,5,False,2,26.0,True,Resuelto,Alta,True,0.73,True
4932,Envío súper rápido,Positivo,Restaurante,2025-06-12,Thursday,Noche,False,4,Teléfono,Económico,22,Entrega,18,3,False,0,,False,N/A,Baja,False,0.94,False
4933,Es suficiente,Neutro,Restaurante,2024-06-22,Saturday,Mañana,True,3,Teléfono,Económico,57,Atención,13,2,False,0,,False,N/A,Baja,False,0.86,False
4934,"Pésima atención al CLIENTE. Publicidad engañosa, no es lo que muestran!",Negativo,Aplicación Móvil,2025-06-30,Monday,Mañana,False,2,Web,Premium,55,Atención,71,11,False,1,86.0,True,No Resuelto,Media,False,0.79,True
4935,"Está bien, pero podría mejorar",Neutro,Servicio,2025-06-02,Monday,Mañana,False,3,Email,Económico,73,Calidad,30,5,False,0,24.0,True,Resuelto,Baja,False,0.85,False
4936,Increíble calidad por el precio. Resolvieron mi problema rápidamente!,Positivo,Aplicación Móvil,2025-12-11,Thursday,Tarde,False,5,Chat,Medio,51,Calidad,69,9,False,1,8.0,True,N/A,Baja,False,0.79,True
4937,"Pésima relación calidad-precio. Publicidad engañosa, no es lo que muestran",Negativo,Restaurante,2024-06-14,Friday,Noche,False,2,Tienda Física,Premium,70,Precio,74,10,False,0,,False,N/A,Media,False,0.85,False
4938,Servicio normal,Neutro,Producto,2024-10-07,Monday,Noche,False,3,Tienda Física,Medio,58,Atención,15,2,False,0,70.0,True,N/A,Baja,False,0.73,True
4939,Mejor de lo que esperaba. Producto de primera calidad,Positivo,Delivery,2025-06-06,Friday,Noche,False,5,Email,Económico,12,Calidad,53,9,False,0,4.0,True,N/A,Baja,False,0.78,True
4940,Atención deplorable. Fue un error comprar aquí,Negativo,Delivery,2024-10-04,Friday,Noche,False,2,Web,Medio,75,Producto Defectuoso,46,7,False,0,,False,N/A,Alta,True,0.9,False
4941,Brillante servicio. Producto duradero y de calidad,Positivo,E-commerce,2024-07-30,Tuesday,Noche,False,4,App Móvil,Premium,89,Calidad,50,7,False,0,15.0,True,N/A,Baja,False,0.95,False
4942,Es un producto promedio,Neutro,E-commerce,2025-02-11,Tuesday,Tarde,False,3,Web,Económico,76,Producto Defectuoso,23,4,False,0,,False,N/A,Media,False,0.75,True
4943,Producto correcto,Neutro,Producto,2024-12-13,Friday,Tarde,False,3,Tienda Física,Medio,10,Precio,17,2,False,0,,False,N/A,Baja,False,0.71,True
4944,Servicio pasable. Es lo que es,Neutro,Banco,2025-04-03,Thursday,Noche,False,3,Teléfono,Económico,67,Atención,30,6,False,0,,False,N/A,Baja,False,0.66,True
4945,"Está bien, sin sorpresas",Neutro,Tienda Online,2024-12-01,Sunday,Tarde,True,3,Chat,Premium,65,Precio,24,4,False,0,55.0,True,N/A,Baja,False,0.82,False
4946,Quedé impresionado positivamente,Positivo,Delivery,2024-07-29,Monday,Tarde,False,4,Tienda Física,Económico,89,Atención,32,3,False,0,,False,N/A,Baja,False,0.85,False
4947,Me decepcionó completamente,Negativo,Servicio,2024-08-09,Friday,Noche,False,1,Email,Premium,19,Calidad,27,3,False,0,28.0,True,En Proceso,Media,False,0.94,False
4948,Fantástica atención al cliente,Positivo,Delivery,2024-04-03,Wednesday,Tarde,False,4,Web,Premium,24,Atención,30,4,False,0,9.0,True,Resuelto,Baja,False,0.88,False
4949,Llegó en malas condiciones,Negativo,Tienda Online,2025-11-02,Sunday,Mañana,True,1,App Móvil,Medio,83,Entrega,26,4,False,0,12.0,True,No Resuelto,Alta,True,0.75,True
4950,Calidad que vale la pena. Calidad excepcional por el precio,Positivo,Delivery,2024-12-30,Monday,Tarde,False,4,Teléfono,Medio,54,Precio,59,10,False,0,15.0,True,N/A,Baja,False,0.85,False
4951,Brillante servicio,Positivo,E-commerce,2024-12-20,Friday,Tarde,False,5,Tienda Física,Medio,11,Atención,18,2,False,0,,False,N/A,Baja,False,0.94,False
4952,"Producto genial, lo adoro",Positivo,Producto,2025-01-04,Saturday,Noche,True,4,Web,Medio,19,Entrega,25,4,False,0,27.0,True,Resuelto,Baja,False,0.97,False
4953,Malo en todos los aspectos,Negativo,Aplicación Móvil,2025-03-14,Friday,Noche,False,1,Chat,Medio,97,Producto Defectuoso,26,5,False,0,,False,N/A,Alta,True,0.86,False
4954,Producto de primera calidad!,Positivo,Producto,2025-09-12,Friday,Tarde,False,5,App Móvil,Medio,82,Calidad,28,4,False,1,35.0,True,Resuelto,Baja,False,0.91,False
4955,Quedé impresionado positivamente. Quedé muy satisfecho con todo,Positivo,Soporte Técnico,2024-05-11,Saturday,Mañana,True,4,Tienda Física,Medio,9,Entrega,63,8,False,0,10.0,True,Resuelto,Baja,False,0.88,False
4956,Entrega rápida y producto impecable!,Positivo,Restaurante,2024-11-28,Thursday,Tarde,False,5,Web,Medio,64,Entrega,36,5,False,1,19.0,True,Resuelto,Baja,False,0.96,False
4957,Servicio excepcional,Positivo,E-commerce,2024-04-25,Thursday,Noche,False,4,Web,Premium,69,Atención,20,2,False,0,,False,N/A,Baja,False,0.97,False
4958,"Producto excelente, justo lo que buscaba. Quedé impresionado positivamente",Positivo,Delivery,2025-03-15,Saturday,Tarde,True,4,Email,Medio,37,Entrega,74,9,False,0,,False,N/A,Baja,False,0.8,False
4959,Cumple su cometido,Neutro,Restaurante,2024-02-29,Thursday,Noche,False,3,Web,Medio,12,Calidad,18,3,False,0,1.0,True,N/A,Baja,False,0.8,False
4960,Está bien para el día a día. Servicio pasable,Neutro,Servicio,2023-12-31,Sunday,Tarde,True,3,Chat,Económico,60,Atención,45,9,False,0,6.0,True,N/A,Baja,False,0.72,True
4961,Servicio aceptable,Neutro,Delivery,2024-02-13,Tuesday,Tarde,False,3,Chat,Premium,1,Atención,18,2,False,0,28.0,True,N/A,Baja,False,0.85,False
4962,"Atención personalizada, me encantó. Muy buena experiencia de compra!",Positivo,Producto,2024-05-05,Sunday,Tarde,True,5,Web,Económico,41,Atención,68,9,False,1,13.0,True,N/A,Baja,False,0.78,True
4963,Súper contento con mi compra,Positivo,Tienda Online,2024-04-11,Thursday,Tarde,False,5,Web,Premium,16,Producto Defectuoso,28,5,False,0,1.0,True,Resuelto,Baja,False,0.78,True
4964,Ideal para lo que necesitaba,Positivo,Soporte Técnico,2025-08-14,Thursday,Noche,False,4,Chat,Medio,20,Atención,28,5,False,0,3.0,True,Resuelto,Baja,False,0.97,False
4965,Me decepcionó completamente. No sirve para nada!!,Negativo,E-commerce,2025-07-01,Tuesday,Noche,False,2,Tienda Física,Económico,43,Entrega,49,7,False,2,,False,N/A,Alta,True,0.77,True
4966,"Es un producto medio. Es normal, nada extraordinario",Neutro,Servicio,2024-09-27,Friday,Mañana,False,3,App Móvil,Premium,17,Calidad,52,8,False,0,,False,N/A,Baja,False,0.63,True
4967,El peor servicio que he recibido. La calidad es muy mala,Negativo,Hotel,2024-07-30,Tuesday,Noche,False,1,Web,Económico,70,Calidad,56,11,False,0,22.0,True,No Resuelto,Media,False,0.92,False
4968,"Es normal, nada extraordinario. Servicio aceptable",Neutro,Aplicación Móvil,2023-12-28,Thursday,Mañana,False,3,Web,Económico,19,Atención,50,6,False,0,,False,N/A,Baja,False,0.7,True
4969,Quedé muy satisfecho con todo. Increíble calidad por el precio,Positivo,Servicio,2024-08-09,Friday,Tarde,False,5,Email,Económico,43,Calidad,62,10,False,0,28.0,True,Resuelto,Baja,False,0.79,True
4970,"Ideal para lo que necesitaba. Llegó antes de lo esperado, excelente!!",Positivo,E-commerce,2024-01-09,Tuesday,Tarde,False,5,Teléfono,Medio,78,Entrega,69,11,False,2,,False,N/A,Media,False,0.85,False
4971,No puedo estar más feliz,Positivo,Producto,2024-01-10,Wednesday,Tarde,False,4,Email,Premium,81,Calidad,24,5,False,0,22.0,True,Resuelto,Baja,False,0.99,False
4972,"Producto excelente, justo lo que buscaba",Positivo,Banco,2025-05-15,Thursday,Tarde,False,4,Email,Económico,9,Atención,40,6,False,0,7.0,True,N/A,Baja,False,0.89,False
4973,Súper contento con mi compra,Positivo,Servicio,2025-04-22,Tuesday,Noche,False,5,Tienda Física,Medio,61,Calidad,28,5,False,0,3.0,True,Resuelto,Baja,False,0.8,False
4974,No lo vuelvo a usar. Muy mala calidad,Negativo,Banco,2025-03-20,Thursday,Noche,False,2,Chat,Premium,20,Calidad,37,8,False,0,107.0,True,No Resuelto,Media,False,0.93,False
4975,Increíblemente bueno!,Positivo,Hotel,2024-01-25,Thursday,Mañana,False,5,App Móvil,Premium,57,Entrega,21,2,False,1,,False,N/A,Baja,False,0.96,False
4976,Es un producto promedio. Producto correcto,Neutro,E-commerce,2025-07-13,Sunday,Tarde,True,3,Email,Premium,86,Atención,42,6,False,0,66.0,True,N/A,Baja,False,0.77,True
4977,Servicio normal,Neutro,Soporte Técnico,2024-08-17,Saturday,Noche,True,3,Email,Medio,17,Atención,15,2,False,0,5.0,True,Resuelto,Baja,False,0.7,True
4978,Absolutamente perfecto. Muy profesionales y atentos,Positivo,Aplicación Móvil,2024-09-29,Sunday,Noche,True,4,Teléfono,Premium,40,Atención,51,6,False,0,24.0,True,Resuelto,Baja,False,0.85,False
4979,Es lo normal,Neutro,Producto,2025-05-21,Wednesday,Tarde,False,3,Email,Económico,1,Precio,12,3,False,0,13.0,True,Resuelto,Baja,False,0.81,False
4980,Producto de baja calidad. Muy decepcionado!,Negativo,Tienda Online,2025-03-26,Wednesday,Tarde,False,1,Chat,Económico,112,Calidad,43,6,False,1,11.0,True,Resuelto,Media,False,0.8,False
4981,"Excelente compra, totalmente recomendado. El equipo de soporte fue increíble",Positivo,Banco,2024-07-03,Wednesday,Noche,False,5,App Móvil,Premium,67,Atención,76,10,False,0,22.0,True,Resuelto,Baja,False,0.9,False
4982,"Es normal, nada extraordinario",Neutro,Soporte Técnico,2025-08-19,Tuesday,Tarde,False,3,Web,Económico,85,Atención,30,4,False,0,44.0,True,Resuelto,Baja,False,0.77,True
4983,No LO vuelvo a usar!,Negativo,Hotel,2025-01-24,Friday,Tarde,False,2,Tienda Física,Económico,26,Producto Defectuoso,20,5,False,1,105.0,True,No Resuelto,Alta,True,0.96,False
4984,No vale lo que cuesta. Atención lenta Y mala,Negativo,Aplicación Móvil,2024-10-12,Saturday,Tarde,True,1,Email,Premium,27,Atención,44,9,False,0,,False,N/A,Media,False,0.95,False
4985,Totalmente insatisfecho!,Negativo,Producto,2025-09-15,Monday,Mañana,False,1,Chat,Premium,68,Producto Defectuoso,24,2,False,1,47.0,True,No Resuelto,Alta,True,0.83,False
4986,La atención al cliente fue maravillosa!,Positivo,Producto,2025-02-14,Friday,Mañana,False,4,Email,Premium,6,Atención,39,6,False,1,6.0,True,Resuelto,Baja,False,0.94,False
